pattern,gene,rank,cogaps_weight,contrast_scope,cell_type,mean_log2fc_stim_vs_ctrl,median_log2fc_stim_vs_ctrl,n_pairs,n_up_pairs,n_down_pairs,n_zero_pairs,sign_consistency,wilcoxon_pvalue,direction,evidence_strength,wilcoxon_fdr
Pattern3,VIM,8,0.39357268810272217,by_cell_type,Megakaryocytes,3.8993926242885006,3.8993926242885006,1,1,0,0,1.0,,up_in_stim,strong,
Pattern3,VIM,8,0.39357268810272217,by_cell_type,NK cells,-1.3064442533288276,-1.2941730411425407,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern3,S100A10,9,0.35807472467422485,by_cell_type,B cells,-0.6592710407760112,-0.6704860447587926,8,1,7,0,0.875,0.0546875,down_in_stim,strong,0.0803319209039548
Pattern3,S100A10,9,0.35807472467422485,by_cell_type,CD14+ Monocytes,-0.513241502599914,-0.4845042286955472,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern3,S100A10,9,0.35807472467422485,by_cell_type,CD4 T cells,-0.28105804101648646,-0.33492703572024585,8,2,6,0,0.75,0.0390625,down_in_stim,moderate,0.06045386904761905
Pattern3,S100A10,9,0.35807472467422485,by_cell_type,CD8 T cells,-0.012705303792102995,0.020573309460800715,5,3,2,0,0.6,1.0,down_in_stim,weak_or_mixed,1.0
Pattern3,S100A10,9,0.35807472467422485,by_cell_type,Dendritic cells,-0.288782870814767,-0.3364434143307724,6,1,5,0,0.8333333333333334,0.0625,down_in_stim,moderate,0.0803319209039548
Pattern3,S100A10,9,0.35807472467422485,by_cell_type,FCGR3A+ Monocytes,-0.5948963607661396,-0.5981179783571404,6,0,6,0,1.0,0.03125,down_in_stim,strong,0.0490301724137931
Pattern3,S100A10,9,0.35807472467422485,by_cell_type,Megakaryocytes,0.0,0.0,1,0,0,1,1.0,,mixed_or_unclear,weak_or_mixed,
Pattern3,S100A10,9,0.35807472467422485,by_cell_type,NK cells,-0.5189469756118827,-0.5021132489080067,8,1,7,0,0.875,0.0234375,down_in_stim,strong,0.0490301724137931
Pattern3,EMP3,10,0.3132528066635132,by_cell_type,B cells,-0.6960419409153191,-0.6890020882084817,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern3,EMP3,10,0.3132528066635132,by_cell_type,CD14+ Monocytes,-0.30971051555094653,-0.3085395905047852,8,0,8,0,1.0,0.0078125,down_in_stim,moderate,0.020547326589595377
Pattern3,EMP3,10,0.3132528066635132,by_cell_type,CD4 T cells,-0.37506144378977413,-0.3365297285842468,8,0,8,0,1.0,0.0078125,down_in_stim,moderate,0.020547326589595377
Pattern3,EMP3,10,0.3132528066635132,by_cell_type,CD8 T cells,-0.8253666115204122,-0.8372086068079021,5,0,5,0,1.0,0.0625,down_in_stim,strong,0.0803319209039548
Pattern3,EMP3,10,0.3132528066635132,by_cell_type,Dendritic cells,-0.25084771960350594,-0.22534456131651037,6,0,6,0,1.0,0.03125,down_in_stim,moderate,0.0490301724137931
Pattern3,EMP3,10,0.3132528066635132,by_cell_type,FCGR3A+ Monocytes,-0.298349719160982,-0.22753003061744792,6,1,5,0,0.8333333333333334,0.0625,down_in_stim,moderate,0.0803319209039548
Pattern3,EMP3,10,0.3132528066635132,by_cell_type,Megakaryocytes,-4.115166164695357,-4.115166164695357,1,0,1,0,1.0,,down_in_stim,strong,
Pattern3,EMP3,10,0.3132528066635132,by_cell_type,NK cells,-1.0205514384993486,-0.9439109093014517,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern3,RGCC,11,0.26368406414985657,by_cell_type,B cells,-2.0090367885498175,-1.7429925037571126,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern3,RGCC,11,0.26368406414985657,by_cell_type,CD14+ Monocytes,-3.279312782738679,-3.3491558677560156,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern3,RGCC,11,0.26368406414985657,by_cell_type,CD4 T cells,-1.4534854492163356,-1.4482398822976235,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern3,RGCC,11,0.26368406414985657,by_cell_type,CD8 T cells,-1.2029141194066628,-1.2615441305783843,5,0,5,0,1.0,0.0625,down_in_stim,strong,0.0803319209039548
Pattern3,RGCC,11,0.26368406414985657,by_cell_type,Dendritic cells,-2.6470962983759674,-2.499668378665502,6,0,6,0,1.0,0.03125,down_in_stim,strong,0.0490301724137931
Pattern3,RGCC,11,0.26368406414985657,by_cell_type,FCGR3A+ Monocytes,-3.0508996660637515,-2.866354717345932,6,0,6,0,1.0,0.03125,down_in_stim,strong,0.0490301724137931
Pattern3,RGCC,11,0.26368406414985657,by_cell_type,Megakaryocytes,1.118254768020119,1.118254768020119,1,1,0,0,1.0,,up_in_stim,strong,
Pattern3,RGCC,11,0.26368406414985657,by_cell_type,NK cells,-1.5011095241846621,-1.3517558555929448,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern3,CLIC1,12,0.21161122620105743,by_cell_type,B cells,0.5250678407860239,0.5268532043072582,8,7,1,0,0.875,0.015625,up_in_stim,strong,0.038018048128342245
Pattern3,CLIC1,12,0.21161122620105743,by_cell_type,CD14+ Monocytes,0.17541371068163825,0.1745102177647695,8,8,0,0,1.0,0.0078125,up_in_stim,suggestive,0.020547326589595377
Pattern3,CLIC1,12,0.21161122620105743,by_cell_type,CD4 T cells,0.042412930395804516,0.03433184470609962,8,4,4,0,0.5,0.640625,up_in_stim,weak_or_mixed,0.6826331967213115
Pattern3,CLIC1,12,0.21161122620105743,by_cell_type,CD8 T cells,-0.4109080914170004,-0.5554824839354691,5,1,4,0,0.8,0.125,down_in_stim,moderate,0.15455163043478262
Pattern3,CLIC1,12,0.21161122620105743,by_cell_type,Dendritic cells,0.4756797655111411,0.5436915585913065,6,5,1,0,0.8333333333333334,0.0625,up_in_stim,moderate,0.0803319209039548
Pattern3,CLIC1,12,0.21161122620105743,by_cell_type,FCGR3A+ Monocytes,0.5207009314196537,0.5457291998394185,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.0490301724137931
Pattern3,CLIC1,12,0.21161122620105743,by_cell_type,Megakaryocytes,-1.1735360648020485,-1.1735360648020485,1,0,1,0,1.0,,down_in_stim,strong,
Pattern3,CLIC1,12,0.21161122620105743,by_cell_type,NK cells,-0.28252743277163117,-0.31152799168464185,8,2,6,0,0.75,0.0546875,down_in_stim,moderate,0.0803319209039548
Pattern3,CCL5,13,0.2088911235332489,by_cell_type,B cells,1.441764828308524,0.4045013178890411,8,5,3,0,0.625,0.4609375,up_in_stim,moderate,0.5102836070559611
Pattern3,CCL5,13,0.2088911235332489,by_cell_type,CD14+ Monocytes,0.3883184020212803,0.4593150401122226,8,6,2,0,0.75,0.1484375,up_in_stim,moderate,0.1810698726541555
Pattern3,CCL5,13,0.2088911235332489,by_cell_type,CD4 T cells,-0.3883618993137081,-0.468789964272573,8,2,6,0,0.75,0.0546875,down_in_stim,moderate,0.0803319209039548
Pattern3,CCL5,13,0.2088911235332489,by_cell_type,CD8 T cells,-0.6542295053786269,-0.7344084527368846,5,0,5,0,1.0,0.0625,down_in_stim,strong,0.0803319209039548
Pattern3,CCL5,13,0.2088911235332489,by_cell_type,Dendritic cells,2.53823674639505,1.9588228262638445,6,5,1,0,0.8333333333333334,0.0625,up_in_stim,strong,0.0803319209039548
Pattern3,CCL5,13,0.2088911235332489,by_cell_type,FCGR3A+ Monocytes,-0.3065653409359874,-0.7003542760045276,6,2,4,0,0.6666666666666666,0.5625,down_in_stim,moderate,0.6137589928057554
Pattern3,CCL5,13,0.2088911235332489,by_cell_type,Megakaryocytes,0.7520676421564092,0.7520676421564092,1,1,0,0,1.0,,up_in_stim,strong,
Pattern3,CCL5,13,0.2088911235332489,by_cell_type,NK cells,-0.5716382922098915,-0.5487317941995249,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern3,SAT1,14,0.19053924083709717,by_cell_type,B cells,1.7244797266426604,1.7464828467133673,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020547326589595377
Pattern3,SAT1,14,0.19053924083709717,by_cell_type,CD14+ Monocytes,1.3167229340569673,1.3521610813284148,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020547326589595377
Pattern3,SAT1,14,0.19053924083709717,by_cell_type,CD4 T cells,2.211620710996808,2.3007625889330825,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020547326589595377
Pattern3,SAT1,14,0.19053924083709717,by_cell_type,CD8 T cells,2.1715948336069015,1.9080398500723934,5,5,0,0,1.0,0.0625,up_in_stim,strong,0.0803319209039548
Pattern3,SAT1,14,0.19053924083709717,by_cell_type,Dendritic cells,0.9108086154749154,0.9984999932476049,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.0490301724137931
Pattern3,SAT1,14,0.19053924083709717,by_cell_type,FCGR3A+ Monocytes,0.8047046237271974,0.8292165386060919,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.0490301724137931
Pattern3,SAT1,14,0.19053924083709717,by_cell_type,Megakaryocytes,3.016407296823499,3.016407296823499,1,1,0,0,1.0,,up_in_stim,strong,
Pattern3,SAT1,14,0.19053924083709717,by_cell_type,NK cells,2.6639190835282225,2.6800554126718525,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020547326589595377
Pattern3,ALOX5AP,15,0.1902056485414505,by_cell_type,B cells,-1.5384701601051003,-1.4828060749758096,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern3,ALOX5AP,15,0.1902056485414505,by_cell_type,CD14+ Monocytes,-2.420771933311923,-2.4464287774201234,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern3,ALOX5AP,15,0.1902056485414505,by_cell_type,CD4 T cells,0.07515534903087562,0.2233067041836545,8,5,3,0,0.625,0.7421875,up_in_stim,weak_or_mixed,0.7835158062645011
Pattern3,ALOX5AP,15,0.1902056485414505,by_cell_type,CD8 T cells,0.6067454754107213,0.7260896372068277,5,5,0,0,1.0,0.0625,up_in_stim,strong,0.0803319209039548
Pattern3,ALOX5AP,15,0.1902056485414505,by_cell_type,Dendritic cells,-1.4761419646667437,-1.490398786388293,6,0,6,0,1.0,0.03125,down_in_stim,strong,0.0490301724137931
Pattern3,ALOX5AP,15,0.1902056485414505,by_cell_type,FCGR3A+ Monocytes,-0.7008483925491985,0.32753064988186775,6,4,1,1,0.6666666666666666,0.625,down_in_stim,moderate,0.6754750593824228
Pattern3,ALOX5AP,15,0.1902056485414505,by_cell_type,Megakaryocytes,-4.115166164695357,-4.115166164695357,1,0,1,0,1.0,,down_in_stim,strong,
Pattern3,ALOX5AP,15,0.1902056485414505,by_cell_type,NK cells,0.4893369682037214,0.5282604907554509,8,8,0,0,1.0,0.0078125,up_in_stim,moderate,0.020547326589595377
Pattern4,FTH1,1,6.953656196594238,by_cell_type,B cells,-1.3098243441406336,-1.2582921425349785,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern4,FTH1,1,6.953656196594238,by_cell_type,CD14+ Monocytes,-1.133141654337639,-1.0824018232817014,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern4,FTH1,1,6.953656196594238,by_cell_type,CD4 T cells,-0.845984476155722,-0.8403689297802117,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern4,FTH1,1,6.953656196594238,by_cell_type,CD8 T cells,-1.0021307651834175,-0.9182330838954496,5,0,5,0,1.0,0.0625,down_in_stim,strong,0.0803319209039548
Pattern4,FTH1,1,6.953656196594238,by_cell_type,Dendritic cells,-1.080423242998389,-0.9944972104603984,6,0,6,0,1.0,0.03125,down_in_stim,strong,0.0490301724137931
Pattern4,FTH1,1,6.953656196594238,by_cell_type,FCGR3A+ Monocytes,-1.0869520560166464,-1.1057151303919106,6,0,6,0,1.0,0.03125,down_in_stim,strong,0.0490301724137931
Pattern4,FTH1,1,6.953656196594238,by_cell_type,Megakaryocytes,0.468200785918107,0.468200785918107,1,1,0,0,1.0,,up_in_stim,moderate,
Pattern4,FTH1,1,6.953656196594238,by_cell_type,NK cells,-0.6397938651378916,-0.6964991210954503,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern4,TIMP1,2,6.848030090332031,by_cell_type,B cells,0.12940939917006888,-0.3900250147269144,8,2,6,0,0.75,0.3125,up_in_stim,suggestive,0.35635964912280704
Pattern4,TIMP1,2,6.848030090332031,by_cell_type,CD14+ Monocytes,-1.1678901249964073,-1.1676583575228587,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern4,TIMP1,2,6.848030090332031,by_cell_type,CD4 T cells,-0.6144047730462505,-0.6751378189236963,8,1,7,0,0.875,0.015625,down_in_stim,strong,0.038018048128342245
Pattern4,TIMP1,2,6.848030090332031,by_cell_type,CD8 T cells,-0.9003465192781898,-0.9133097595800592,5,2,3,0,0.6,0.3125,down_in_stim,weak_or_mixed,0.35635964912280704
Pattern4,TIMP1,2,6.848030090332031,by_cell_type,Dendritic cells,-0.8975657505832689,-0.8750793059381019,6,0,6,0,1.0,0.03125,down_in_stim,strong,0.0490301724137931
Pattern4,TIMP1,2,6.848030090332031,by_cell_type,FCGR3A+ Monocytes,-1.1394338110587174,-1.0722823645198751,6,0,6,0,1.0,0.03125,down_in_stim,strong,0.0490301724137931
Pattern4,TIMP1,2,6.848030090332031,by_cell_type,Megakaryocytes,-0.7933089168003127,-0.7933089168003127,1,0,1,0,1.0,,down_in_stim,strong,
Pattern4,TIMP1,2,6.848030090332031,by_cell_type,NK cells,-1.5146880922009704,-1.4046196885061013,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern4,FTL,3,6.14724063873291,by_cell_type,B cells,-0.925740020974422,-0.8218382879384096,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern4,FTL,3,6.14724063873291,by_cell_type,CD14+ Monocytes,-0.604903657267645,-0.5751191166642826,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern4,FTL,3,6.14724063873291,by_cell_type,CD4 T cells,-0.671531719426218,-0.6680025334571393,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern4,FTL,3,6.14724063873291,by_cell_type,CD8 T cells,-0.7888354557232727,-0.7397202165468251,5,0,5,0,1.0,0.0625,down_in_stim,strong,0.0803319209039548
Pattern4,FTL,3,6.14724063873291,by_cell_type,Dendritic cells,-0.4946768045828482,-0.5708221172266859,6,1,5,0,0.8333333333333334,0.0625,down_in_stim,moderate,0.0803319209039548
Pattern4,FTL,3,6.14724063873291,by_cell_type,FCGR3A+ Monocytes,-0.6844409423777827,-0.6948111792041063,6,0,6,0,1.0,0.03125,down_in_stim,strong,0.0490301724137931
Pattern4,FTL,3,6.14724063873291,by_cell_type,Megakaryocytes,-0.2730577877128404,-0.2730577877128404,1,0,1,0,1.0,,down_in_stim,moderate,
Pattern4,FTL,3,6.14724063873291,by_cell_type,NK cells,-0.7394631680025365,-0.81937274878912,8,1,7,0,0.875,0.015625,down_in_stim,strong,0.038018048128342245
Pattern4,CD63,4,6.042056083679199,by_cell_type,B cells,-0.4019796633025059,-0.40821371733420087,8,2,6,0,0.75,0.0390625,down_in_stim,moderate,0.06045386904761905
Pattern4,CD63,4,6.042056083679199,by_cell_type,CD14+ Monocytes,-0.5113340583302137,-0.531230667431184,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern4,CD63,4,6.042056083679199,by_cell_type,CD4 T cells,-0.4448831745930266,-0.4374757872326125,8,0,8,0,1.0,0.0078125,down_in_stim,moderate,0.020547326589595377
Pattern4,CD63,4,6.042056083679199,by_cell_type,CD8 T cells,-0.938617033770824,-0.8158637370811732,5,0,5,0,1.0,0.0625,down_in_stim,strong,0.0803319209039548
Pattern4,CD63,4,6.042056083679199,by_cell_type,Dendritic cells,-0.4834575885143127,-0.4028890990638372,6,0,6,0,1.0,0.03125,down_in_stim,moderate,0.0490301724137931
Pattern4,CD63,4,6.042056083679199,by_cell_type,FCGR3A+ Monocytes,-0.2671795589621538,-0.14363866640138045,6,1,5,0,0.8333333333333334,0.0625,down_in_stim,moderate,0.0803319209039548
Pattern4,CD63,4,6.042056083679199,by_cell_type,Megakaryocytes,-0.22270491234475198,-0.22270491234475198,1,0,1,0,1.0,,down_in_stim,suggestive,
Pattern4,CD63,4,6.042056083679199,by_cell_type,NK cells,-0.8810881264143828,-0.957409405250023,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern4,S100A10,5,5.975613594055176,by_cell_type,B cells,-0.6592710407760112,-0.6704860447587926,8,1,7,0,0.875,0.0546875,down_in_stim,strong,0.0803319209039548
Pattern4,S100A10,5,5.975613594055176,by_cell_type,CD14+ Monocytes,-0.513241502599914,-0.4845042286955472,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern4,S100A10,5,5.975613594055176,by_cell_type,CD4 T cells,-0.28105804101648646,-0.33492703572024585,8,2,6,0,0.75,0.0390625,down_in_stim,moderate,0.06045386904761905
Pattern4,S100A10,5,5.975613594055176,by_cell_type,CD8 T cells,-0.012705303792102995,0.020573309460800715,5,3,2,0,0.6,1.0,down_in_stim,weak_or_mixed,1.0
Pattern4,S100A10,5,5.975613594055176,by_cell_type,Dendritic cells,-0.288782870814767,-0.3364434143307724,6,1,5,0,0.8333333333333334,0.0625,down_in_stim,moderate,0.0803319209039548
Pattern4,S100A10,5,5.975613594055176,by_cell_type,FCGR3A+ Monocytes,-0.5948963607661396,-0.5981179783571404,6,0,6,0,1.0,0.03125,down_in_stim,strong,0.0490301724137931
Pattern4,S100A10,5,5.975613594055176,by_cell_type,Megakaryocytes,0.0,0.0,1,0,0,1,1.0,,mixed_or_unclear,weak_or_mixed,
Pattern4,S100A10,5,5.975613594055176,by_cell_type,NK cells,-0.5189469756118827,-0.5021132489080067,8,1,7,0,0.875,0.0234375,down_in_stim,strong,0.0490301724137931
Pattern4,ACTB,6,5.856767177581787,by_cell_type,B cells,-0.7411058585931118,-0.8163699895181855,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern4,ACTB,6,5.856767177581787,by_cell_type,CD14+ Monocytes,-1.5466987605632654,-1.5255323381283494,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern4,ACTB,6,5.856767177581787,by_cell_type,CD4 T cells,-0.6073799271502784,-0.592141269920222,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern4,ACTB,6,5.856767177581787,by_cell_type,CD8 T cells,-0.5180223489678845,-0.4884144173616427,5,0,5,0,1.0,0.0625,down_in_stim,strong,0.0803319209039548
Pattern4,ACTB,6,5.856767177581787,by_cell_type,Dendritic cells,-1.0680027255884637,-1.058679915592819,6,0,6,0,1.0,0.03125,down_in_stim,strong,0.0490301724137931
Pattern4,ACTB,6,5.856767177581787,by_cell_type,FCGR3A+ Monocytes,-1.2759696853826972,-1.2630831989260072,6,0,6,0,1.0,0.03125,down_in_stim,strong,0.0490301724137931
Pattern4,ACTB,6,5.856767177581787,by_cell_type,Megakaryocytes,0.6391114972590355,0.6391114972590355,1,1,0,0,1.0,,up_in_stim,strong,
Pattern4,ACTB,6,5.856767177581787,by_cell_type,NK cells,-0.40242536629756875,-0.3476425544438113,8,1,7,0,0.875,0.0546875,down_in_stim,moderate,0.0803319209039548
Pattern4,S100A11,7,5.547445774078369,by_cell_type,B cells,0.13926747333730027,0.22762729728203546,8,5,3,0,0.625,0.640625,up_in_stim,suggestive,0.6826331967213115
Pattern4,S100A11,7,5.547445774078369,by_cell_type,CD14+ Monocytes,-0.22550135013843398,-0.25187751436382566,8,0,8,0,1.0,0.0078125,down_in_stim,suggestive,0.020547326589595377
Pattern4,S100A11,7,5.547445774078369,by_cell_type,CD4 T cells,-0.34424068493927606,-0.40792421193414974,8,0,8,0,1.0,0.0078125,down_in_stim,moderate,0.020547326589595377
Pattern4,S100A11,7,5.547445774078369,by_cell_type,CD8 T cells,0.09524622596088825,0.07872195648232072,5,3,2,0,0.6,0.8125,up_in_stim,weak_or_mixed,0.8479071100917431
Pattern4,S100A11,7,5.547445774078369,by_cell_type,Dendritic cells,0.22846325865691655,0.27483203558030667,6,5,1,0,0.8333333333333334,0.0625,up_in_stim,suggestive,0.0803319209039548
Pattern4,S100A11,7,5.547445774078369,by_cell_type,FCGR3A+ Monocytes,0.10156802315389306,0.16662731889927862,6,4,2,0,0.6666666666666666,0.4375,up_in_stim,suggestive,0.4878982843137255
Pattern4,S100A11,7,5.547445774078369,by_cell_type,Megakaryocytes,0.0,0.0,1,0,0,1,1.0,,mixed_or_unclear,weak_or_mixed,
Pattern4,S100A11,7,5.547445774078369,by_cell_type,NK cells,-0.02664115918547183,0.021329409831918333,8,5,3,0,0.625,0.9453125,down_in_stim,weak_or_mixed,0.9709191591422122
Pattern4,PFN1,8,5.3509416580200195,by_cell_type,B cells,-0.9187309023057533,-0.8901162834168312,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern4,PFN1,8,5.3509416580200195,by_cell_type,CD14+ Monocytes,-1.5777032034883467,-1.5870797107727288,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern4,PFN1,8,5.3509416580200195,by_cell_type,CD4 T cells,-0.4684921392017871,-0.5132717421465944,8,0,8,0,1.0,0.0078125,down_in_stim,moderate,0.020547326589595377
Pattern4,PFN1,8,5.3509416580200195,by_cell_type,CD8 T cells,-0.7703482087900898,-0.7632291298437508,5,0,5,0,1.0,0.0625,down_in_stim,strong,0.0803319209039548
Pattern4,PFN1,8,5.3509416580200195,by_cell_type,Dendritic cells,-1.1298928693628627,-1.1188838641555643,6,0,6,0,1.0,0.03125,down_in_stim,strong,0.0490301724137931
Pattern4,PFN1,8,5.3509416580200195,by_cell_type,FCGR3A+ Monocytes,-1.3146745944740001,-1.268135348945326,6,0,6,0,1.0,0.03125,down_in_stim,strong,0.0490301724137931
Pattern4,PFN1,8,5.3509416580200195,by_cell_type,Megakaryocytes,4.850223776745797,4.850223776745797,1,1,0,0,1.0,,up_in_stim,strong,
Pattern4,PFN1,8,5.3509416580200195,by_cell_type,NK cells,-0.8729971762939712,-0.8879509260263161,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern4,C15orf48,9,5.34280252456665,by_cell_type,B cells,0.46268803311883633,0.39743546366886573,8,6,2,0,0.75,0.3828125,up_in_stim,moderate,0.43436331047381543
Pattern4,C15orf48,9,5.34280252456665,by_cell_type,CD14+ Monocytes,-0.06580203649434568,-0.08113175949428708,8,2,6,0,0.75,0.1953125,down_in_stim,weak_or_mixed,0.23202921018276762
Pattern4,C15orf48,9,5.34280252456665,by_cell_type,CD4 T cells,0.7048855677523339,0.33230392507467066,8,7,1,0,0.875,0.078125,up_in_stim,strong,0.09901636490250697
Pattern4,C15orf48,9,5.34280252456665,by_cell_type,CD8 T cells,2.40194775958457,0.26851322836826075,5,4,1,0,0.8,0.3125,up_in_stim,strong,0.35635964912280704
Pattern4,C15orf48,9,5.34280252456665,by_cell_type,Dendritic cells,-0.026934862143811245,0.03430599205271978,6,3,3,0,0.5,1.0,down_in_stim,weak_or_mixed,1.0
Pattern4,C15orf48,9,5.34280252456665,by_cell_type,FCGR3A+ Monocytes,0.5802905026435458,0.5549763544923847,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.0490301724137931
Pattern4,C15orf48,9,5.34280252456665,by_cell_type,Megakaryocytes,1.7098301665516011,1.7098301665516011,1,1,0,0,1.0,,up_in_stim,strong,
Pattern4,C15orf48,9,5.34280252456665,by_cell_type,NK cells,0.17793888183780826,0.06977408593662382,8,5,3,0,0.625,0.4609375,up_in_stim,suggestive,0.5102836070559611
Pattern4,VIM,10,5.312187671661377,by_cell_type,B cells,-0.7344357322464945,-0.6609529302705823,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern4,VIM,10,5.312187671661377,by_cell_type,CD14+ Monocytes,-1.0233817489171206,-1.030687853870404,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern4,VIM,10,5.312187671661377,by_cell_type,CD4 T cells,-0.8292856054095605,-0.8648136807963329,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern4,VIM,10,5.312187671661377,by_cell_type,CD8 T cells,-1.211829993186886,-1.3340150172559824,5,0,5,0,1.0,0.0625,down_in_stim,strong,0.0803319209039548
Pattern4,VIM,10,5.312187671661377,by_cell_type,Dendritic cells,-0.723510034764851,-0.6919804082315704,6,0,6,0,1.0,0.03125,down_in_stim,strong,0.0490301724137931
Pattern4,VIM,10,5.312187671661377,by_cell_type,FCGR3A+ Monocytes,-0.6553079914716907,-0.6515250109689941,6,0,6,0,1.0,0.03125,down_in_stim,strong,0.0490301724137931
Pattern4,VIM,10,5.312187671661377,by_cell_type,Megakaryocytes,3.8993926242885006,3.8993926242885006,1,1,0,0,1.0,,up_in_stim,strong,
Pattern4,VIM,10,5.312187671661377,by_cell_type,NK cells,-1.3064442533288276,-1.2941730411425407,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern4,LGALS1,11,5.234024524688721,by_cell_type,B cells,-0.9534948223583855,-1.057800188180706,8,1,7,0,0.875,0.015625,down_in_stim,strong,0.038018048128342245
Pattern4,LGALS1,11,5.234024524688721,by_cell_type,CD14+ Monocytes,-0.4987099284848102,-0.5004948878407767,8,0,8,0,1.0,0.0078125,down_in_stim,moderate,0.020547326589595377
Pattern4,LGALS1,11,5.234024524688721,by_cell_type,CD4 T cells,-0.9102135505195803,-1.0314585244968395,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern4,LGALS1,11,5.234024524688721,by_cell_type,CD8 T cells,-1.0305985605026042,-0.942450720125672,5,0,5,0,1.0,0.0625,down_in_stim,strong,0.0803319209039548
Pattern4,LGALS1,11,5.234024524688721,by_cell_type,Dendritic cells,-0.2966760833528861,-0.29704591949165415,6,0,6,0,1.0,0.03125,down_in_stim,moderate,0.0490301724137931
Pattern4,LGALS1,11,5.234024524688721,by_cell_type,FCGR3A+ Monocytes,-0.8101314431744185,-0.7161255357660847,6,0,6,0,1.0,0.03125,down_in_stim,strong,0.0490301724137931
Pattern4,LGALS1,11,5.234024524688721,by_cell_type,Megakaryocytes,-5.64353269354611,-5.64353269354611,1,0,1,0,1.0,,down_in_stim,strong,
Pattern4,LGALS1,11,5.234024524688721,by_cell_type,NK cells,-0.869215932631773,-0.8817582730045928,8,1,7,0,0.875,0.0234375,down_in_stim,strong,0.0490301724137931
Pattern4,S100A6,12,5.203314304351807,by_cell_type,B cells,-0.498707729047867,-0.5015998497575236,8,0,8,0,1.0,0.0078125,down_in_stim,moderate,0.020547326589595377
Pattern4,S100A6,12,5.203314304351807,by_cell_type,CD14+ Monocytes,-1.0745877843519696,-1.0987448977846306,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern4,S100A6,12,5.203314304351807,by_cell_type,CD4 T cells,-0.6352676504036048,-0.7264164934476254,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020547326589595377
Pattern4,S100A6,12,5.203314304351807,by_cell_type,CD8 T cells,-0.8811412907832296,-0.8530449720740716,5,0,5,0,1.0,0.0625,down_in_stim,strong,0.0803319209039548
