"gene","pattern","rank","cogaps_weight","contrast_scope","cell_type","mean_log2fc_stim_vs_ctrl","median_log2fc_stim_vs_ctrl","n_pairs","n_up_pairs","n_down_pairs","n_zero_pairs","sign_consistency","wilcoxon_pvalue","direction","evidence_strength","wilcoxon_fdr"
"S100A6","Pattern3",7,0.438081920146942,"by_cell_type","FCGR3A+ Monocytes",-0.743206632060119,-0.781477927383914,6,0,6,0,1,0.0360316862182336,"down_in_stim","strong",0.0545853156888165
"S100A6","Pattern3",7,0.438081920146942,"by_cell_type","Megakaryocytes",3.8993926242885,3.8993926242885,1,1,0,0,1,NA,"up_in_stim","strong",NA
"S100A6","Pattern3",7,0.438081920146942,"by_cell_type","NK cells",-1.14917676316023,-1.25431166218241,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"VIM","Pattern3",8,0.393572688102722,"by_cell_type","B cells",-0.734435732246494,-0.660952930270582,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"VIM","Pattern3",8,0.393572688102722,"by_cell_type","CD14+ Monocytes",-1.02338174891712,-1.0306878538704,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"VIM","Pattern3",8,0.393572688102722,"by_cell_type","CD4 T cells",-0.829285605409561,-0.864813680796333,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"VIM","Pattern3",8,0.393572688102722,"by_cell_type","CD8 T cells",-1.21182999318689,-1.33401501725598,5,0,5,0,1,0.0590582290905367,"down_in_stim","strong",0.0736928206665611
"VIM","Pattern3",8,0.393572688102722,"by_cell_type","Dendritic cells",-0.723510034764851,-0.69198040823157,6,0,6,0,1,0.0360316862182336,"down_in_stim","strong",0.0545853156888165
"VIM","Pattern3",8,0.393572688102722,"by_cell_type","FCGR3A+ Monocytes",-0.655307991471691,-0.651525010968994,6,0,6,0,1,0.0360316862182336,"down_in_stim","strong",0.0545853156888165
"VIM","Pattern3",8,0.393572688102722,"by_cell_type","Megakaryocytes",3.8993926242885,3.8993926242885,1,1,0,0,1,NA,"up_in_stim","strong",NA
"VIM","Pattern3",8,0.393572688102722,"by_cell_type","NK cells",-1.30644425332883,-1.29417304114254,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"S100A10","Pattern3",9,0.358074724674225,"by_cell_type","B cells",-0.659271040776011,-0.670486044758793,8,1,7,0,0.875,0.058707408431205,"down_in_stim","strong",0.0736928206665611
"S100A10","Pattern3",9,0.358074724674225,"by_cell_type","CD14+ Monocytes",-0.513241502599914,-0.484504228695547,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"S100A10","Pattern3",9,0.358074724674225,"by_cell_type","CD4 T cells",-0.281058041016486,-0.334927035720246,8,2,6,0,0.75,0.042315274905714,"down_in_stim","moderate",0.0631617706313231
"S100A10","Pattern3",9,0.358074724674225,"by_cell_type","CD8 T cells",-0.012705303792103,0.0205733094608007,5,3,2,0,0.6,1,"down_in_stim","weak_or_mixed",1
"S100A10","Pattern3",9,0.358074724674225,"by_cell_type","Dendritic cells",-0.288782870814767,-0.336443414330772,6,1,5,0,0.833333333333333,0.0591720678258594,"down_in_stim","moderate",0.0736928206665611
"S100A10","Pattern3",9,0.358074724674225,"by_cell_type","FCGR3A+ Monocytes",-0.59489636076614,-0.59811797835714,6,0,6,0,1,0.0360316862182336,"down_in_stim","strong",0.0545853156888165
"S100A10","Pattern3",9,0.358074724674225,"by_cell_type","Megakaryocytes",0,0,1,0,0,1,1,NA,"mixed_or_unclear","weak_or_mixed",NA
"S100A10","Pattern3",9,0.358074724674225,"by_cell_type","NK cells",-0.518946975611883,-0.502113248908007,8,1,7,0,0.875,0.0299739735865559,"down_in_stim","strong",0.0545853156888165
"EMP3","Pattern3",10,0.313252806663513,"by_cell_type","B cells",-0.696041940915319,-0.689002088208482,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"EMP3","Pattern3",10,0.313252806663513,"by_cell_type","CD14+ Monocytes",-0.309710515550947,-0.308539590504785,8,0,8,0,1,0.0142661867014469,"down_in_stim","moderate",0.0355341828269169
"EMP3","Pattern3",10,0.313252806663513,"by_cell_type","CD4 T cells",-0.375061443789774,-0.336529728584247,8,0,8,0,1,0.0142661867014469,"down_in_stim","moderate",0.0355341828269169
"EMP3","Pattern3",10,0.313252806663513,"by_cell_type","CD8 T cells",-0.825366611520412,-0.837208606807902,5,0,5,0,1,0.0590582290905367,"down_in_stim","strong",0.0736928206665611
"EMP3","Pattern3",10,0.313252806663513,"by_cell_type","Dendritic cells",-0.250847719603506,-0.22534456131651,6,0,6,0,1,0.0360316862182336,"down_in_stim","moderate",0.0545853156888165
"EMP3","Pattern3",10,0.313252806663513,"by_cell_type","FCGR3A+ Monocytes",-0.298349719160982,-0.227530030617448,6,1,5,0,0.833333333333333,0.0591720678258594,"down_in_stim","moderate",0.0736928206665611
"EMP3","Pattern3",10,0.313252806663513,"by_cell_type","Megakaryocytes",-4.11516616469536,-4.11516616469536,1,0,1,0,1,NA,"down_in_stim","strong",NA
"EMP3","Pattern3",10,0.313252806663513,"by_cell_type","NK cells",-1.02055143849935,-0.943910909301452,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"RGCC","Pattern3",11,0.263684064149857,"by_cell_type","B cells",-2.00903678854982,-1.74299250375711,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"RGCC","Pattern3",11,0.263684064149857,"by_cell_type","CD14+ Monocytes",-3.27931278273868,-3.34915586775602,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"RGCC","Pattern3",11,0.263684064149857,"by_cell_type","CD4 T cells",-1.45348544921634,-1.44823988229762,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"RGCC","Pattern3",11,0.263684064149857,"by_cell_type","CD8 T cells",-1.20291411940666,-1.26154413057838,5,0,5,0,1,0.0590582290905367,"down_in_stim","strong",0.0736928206665611
"RGCC","Pattern3",11,0.263684064149857,"by_cell_type","Dendritic cells",-2.64709629837597,-2.4996683786655,6,0,6,0,1,0.0360316862182336,"down_in_stim","strong",0.0545853156888165
"RGCC","Pattern3",11,0.263684064149857,"by_cell_type","FCGR3A+ Monocytes",-3.05089966606375,-2.86635471734593,6,0,6,0,1,0.0360316862182336,"down_in_stim","strong",0.0545853156888165
"RGCC","Pattern3",11,0.263684064149857,"by_cell_type","Megakaryocytes",1.11825476802012,1.11825476802012,1,1,0,0,1,NA,"up_in_stim","strong",NA
"RGCC","Pattern3",11,0.263684064149857,"by_cell_type","NK cells",-1.50110952418466,-1.35175585559294,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"CLIC1","Pattern3",12,0.211611226201057,"by_cell_type","B cells",0.525067840786024,0.526853204307258,8,7,1,0,0.875,0.0208625823327655,"up_in_stim","strong",0.048401191012016
"CLIC1","Pattern3",12,0.211611226201057,"by_cell_type","CD14+ Monocytes",0.175413710681638,0.174510217764769,8,8,0,0,1,0.0142661867014469,"up_in_stim","suggestive",0.0355341828269169
"CLIC1","Pattern3",12,0.211611226201057,"by_cell_type","CD4 T cells",0.0424129303958045,0.0343318447060996,8,4,4,0,0.5,0.62406453246517,"up_in_stim","weak_or_mixed",0.659818229637654
"CLIC1","Pattern3",12,0.211611226201057,"by_cell_type","CD8 T cells",-0.410908091417,-0.555482483935469,5,1,4,0,0.8,0.105645429201877,"down_in_stim","moderate",0.128804937705592
"CLIC1","Pattern3",12,0.211611226201057,"by_cell_type","Dendritic cells",0.475679765511141,0.543691558591306,6,5,1,0,0.833333333333333,0.0591720678258594,"up_in_stim","moderate",0.0736928206665611
"CLIC1","Pattern3",12,0.211611226201057,"by_cell_type","FCGR3A+ Monocytes",0.520700931419654,0.545729199839418,6,6,0,0,1,0.0360316862182336,"up_in_stim","strong",0.0545853156888165
"CLIC1","Pattern3",12,0.211611226201057,"by_cell_type","Megakaryocytes",-1.17353606480205,-1.17353606480205,1,0,1,0,1,NA,"down_in_stim","strong",NA
"CLIC1","Pattern3",12,0.211611226201057,"by_cell_type","NK cells",-0.282527432771631,-0.311527991684642,8,2,6,0,0.75,0.058707408431205,"down_in_stim","moderate",0.0736928206665611
"CCL5","Pattern3",13,0.208891123533249,"by_cell_type","B cells",1.44176482830852,0.404501317889041,8,5,3,0,0.625,0.441208519505878,"up_in_stim","moderate",0.482831964742281
"CCL5","Pattern3",13,0.208891123533249,"by_cell_type","CD14+ Monocytes",0.38831840202128,0.459315040112223,8,6,2,0,0.75,0.141482121482793,"up_in_stim","moderate",0.169321337906673
"CCL5","Pattern3",13,0.208891123533249,"by_cell_type","CD4 T cells",-0.388361899313708,-0.468789964272573,8,2,6,0,0.75,0.058707408431205,"down_in_stim","moderate",0.0736928206665611
"CCL5","Pattern3",13,0.208891123533249,"by_cell_type","CD8 T cells",-0.654229505378627,-0.734408452736885,5,0,5,0,1,0.0590582290905367,"down_in_stim","strong",0.0736928206665611
"CCL5","Pattern3",13,0.208891123533249,"by_cell_type","Dendritic cells",2.53823674639505,1.95882282626384,6,5,1,0,0.833333333333333,0.0591720678258594,"up_in_stim","strong",0.0736928206665611
"CCL5","Pattern3",13,0.208891123533249,"by_cell_type","FCGR3A+ Monocytes",-0.306565340935987,-0.700354276004528,6,2,4,0,0.666666666666667,0.529368106184798,"down_in_stim","moderate",0.573129202962741
"CCL5","Pattern3",13,0.208891123533249,"by_cell_type","Megakaryocytes",0.752067642156409,0.752067642156409,1,1,0,0,1,NA,"up_in_stim","strong",NA
"CCL5","Pattern3",13,0.208891123533249,"by_cell_type","NK cells",-0.571638292209891,-0.548731794199525,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"SAT1","Pattern3",14,0.190539240837097,"by_cell_type","B cells",1.72447972664266,1.74648284671337,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0355341828269169
"SAT1","Pattern3",14,0.190539240837097,"by_cell_type","CD14+ Monocytes",1.31672293405697,1.35216108132841,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0355341828269169
"SAT1","Pattern3",14,0.190539240837097,"by_cell_type","CD4 T cells",2.21162071099681,2.30076258893308,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0355341828269169
"SAT1","Pattern3",14,0.190539240837097,"by_cell_type","CD8 T cells",2.1715948336069,1.90803985007239,5,5,0,0,1,0.0590582290905367,"up_in_stim","strong",0.0736928206665611
"SAT1","Pattern3",14,0.190539240837097,"by_cell_type","Dendritic cells",0.910808615474915,0.998499993247605,6,6,0,0,1,0.0360316862182336,"up_in_stim","strong",0.0545853156888165
"SAT1","Pattern3",14,0.190539240837097,"by_cell_type","FCGR3A+ Monocytes",0.804704623727197,0.829216538606092,6,6,0,0,1,0.0360316862182336,"up_in_stim","strong",0.0545853156888165
"SAT1","Pattern3",14,0.190539240837097,"by_cell_type","Megakaryocytes",3.0164072968235,3.0164072968235,1,1,0,0,1,NA,"up_in_stim","strong",NA
"SAT1","Pattern3",14,0.190539240837097,"by_cell_type","NK cells",2.66391908352822,2.68005541267185,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0355341828269169
"ALOX5AP","Pattern3",15,0.190205648541451,"by_cell_type","B cells",-1.5384701601051,-1.48280607497581,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"ALOX5AP","Pattern3",15,0.190205648541451,"by_cell_type","CD14+ Monocytes",-2.42077193331192,-2.44642877742012,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"ALOX5AP","Pattern3",15,0.190205648541451,"by_cell_type","CD4 T cells",0.0751553490308756,0.223306704183655,8,5,3,0,0.625,0.726286148878805,"up_in_stim","weak_or_mixed",0.761943608384483
"ALOX5AP","Pattern3",15,0.190205648541451,"by_cell_type","CD8 T cells",0.606745475410721,0.726089637206828,5,5,0,0,1,0.0590582290905367,"up_in_stim","strong",0.0736928206665611
"ALOX5AP","Pattern3",15,0.190205648541451,"by_cell_type","Dendritic cells",-1.47614196466674,-1.49039878638829,6,0,6,0,1,0.0360316862182336,"down_in_stim","strong",0.0545853156888165
"ALOX5AP","Pattern3",15,0.190205648541451,"by_cell_type","FCGR3A+ Monocytes",-0.700848392549199,0.327530649881868,6,4,1,1,0.666666666666667,0.589638551626567,"down_in_stim","moderate",0.633315481376683
"ALOX5AP","Pattern3",15,0.190205648541451,"by_cell_type","Megakaryocytes",-4.11516616469536,-4.11516616469536,1,0,1,0,1,NA,"down_in_stim","strong",NA
"ALOX5AP","Pattern3",15,0.190205648541451,"by_cell_type","NK cells",0.489336968203721,0.528260490755451,8,8,0,0,1,0.0142661867014469,"up_in_stim","moderate",0.0355341828269169
"FTH1","Pattern4",1,6.95365619659424,"by_cell_type","B cells",-1.30982434414063,-1.25829214253498,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"FTH1","Pattern4",1,6.95365619659424,"by_cell_type","CD14+ Monocytes",-1.13314165433764,-1.0824018232817,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"FTH1","Pattern4",1,6.95365619659424,"by_cell_type","CD4 T cells",-0.845984476155722,-0.840368929780212,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"FTH1","Pattern4",1,6.95365619659424,"by_cell_type","CD8 T cells",-1.00213076518342,-0.91823308389545,5,0,5,0,1,0.0590582290905367,"down_in_stim","strong",0.0736928206665611
"FTH1","Pattern4",1,6.95365619659424,"by_cell_type","Dendritic cells",-1.08042324299839,-0.994497210460398,6,0,6,0,1,0.0360316862182336,"down_in_stim","strong",0.0545853156888165
"FTH1","Pattern4",1,6.95365619659424,"by_cell_type","FCGR3A+ Monocytes",-1.08695205601665,-1.10571513039191,6,0,6,0,1,0.0360316862182336,"down_in_stim","strong",0.0545853156888165
"FTH1","Pattern4",1,6.95365619659424,"by_cell_type","Megakaryocytes",0.468200785918107,0.468200785918107,1,1,0,0,1,NA,"up_in_stim","moderate",NA
"FTH1","Pattern4",1,6.95365619659424,"by_cell_type","NK cells",-0.639793865137892,-0.69649912109545,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"TIMP1","Pattern4",2,6.84803009033203,"by_cell_type","B cells",0.129409399170069,-0.390025014726914,8,2,6,0,0.75,0.293621543928906,"up_in_stim","suggestive",0.331218841645775
"TIMP1","Pattern4",2,6.84803009033203,"by_cell_type","CD14+ Monocytes",-1.16789012499641,-1.16765835752286,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"TIMP1","Pattern4",2,6.84803009033203,"by_cell_type","CD4 T cells",-0.614404773046251,-0.675137818923696,8,1,7,0,0.875,0.0208625823327655,"down_in_stim","strong",0.048401191012016
"TIMP1","Pattern4",2,6.84803009033203,"by_cell_type","CD8 T cells",-0.90034651927819,-0.913309759580059,5,2,3,0,0.6,0.280712665268496,"down_in_stim","weak_or_mixed",0.319241854619074
"TIMP1","Pattern4",2,6.84803009033203,"by_cell_type","Dendritic cells",-0.897565750583269,-0.875079305938102,6,0,6,0,1,0.0360316862182336,"down_in_stim","strong",0.0545853156888165
"TIMP1","Pattern4",2,6.84803009033203,"by_cell_type","FCGR3A+ Monocytes",-1.13943381105872,-1.07228236451988,6,0,6,0,1,0.0360316862182336,"down_in_stim","strong",0.0545853156888165
"TIMP1","Pattern4",2,6.84803009033203,"by_cell_type","Megakaryocytes",-0.793308916800313,-0.793308916800313,1,0,1,0,1,NA,"down_in_stim","strong",NA
"TIMP1","Pattern4",2,6.84803009033203,"by_cell_type","NK cells",-1.51468809220097,-1.4046196885061,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"FTL","Pattern4",3,6.14724063873291,"by_cell_type","B cells",-0.925740020974422,-0.82183828793841,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"FTL","Pattern4",3,6.14724063873291,"by_cell_type","CD14+ Monocytes",-0.604903657267645,-0.575119116664283,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"FTL","Pattern4",3,6.14724063873291,"by_cell_type","CD4 T cells",-0.671531719426218,-0.668002533457139,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"FTL","Pattern4",3,6.14724063873291,"by_cell_type","CD8 T cells",-0.788835455723273,-0.739720216546825,5,0,5,0,1,0.0590582290905367,"down_in_stim","strong",0.0736928206665611
"FTL","Pattern4",3,6.14724063873291,"by_cell_type","Dendritic cells",-0.494676804582848,-0.570822117226686,6,1,5,0,0.833333333333333,0.0591720678258594,"down_in_stim","moderate",0.0736928206665611
"FTL","Pattern4",3,6.14724063873291,"by_cell_type","FCGR3A+ Monocytes",-0.684440942377783,-0.694811179204106,6,0,6,0,1,0.0360316862182336,"down_in_stim","strong",0.0545853156888165
"FTL","Pattern4",3,6.14724063873291,"by_cell_type","Megakaryocytes",-0.27305778771284,-0.27305778771284,1,0,1,0,1,NA,"down_in_stim","moderate",NA
"FTL","Pattern4",3,6.14724063873291,"by_cell_type","NK cells",-0.739463168002537,-0.81937274878912,8,1,7,0,0.875,0.0208625823327655,"down_in_stim","strong",0.048401191012016
"CD63","Pattern4",4,6.0420560836792,"by_cell_type","B cells",-0.401979663302506,-0.408213717334201,8,2,6,0,0.75,0.042315274905714,"down_in_stim","moderate",0.0631617706313231
"CD63","Pattern4",4,6.0420560836792,"by_cell_type","CD14+ Monocytes",-0.511334058330214,-0.531230667431184,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"CD63","Pattern4",4,6.0420560836792,"by_cell_type","CD4 T cells",-0.444883174593027,-0.437475787232612,8,0,8,0,1,0.0142661867014469,"down_in_stim","moderate",0.0355341828269169
"CD63","Pattern4",4,6.0420560836792,"by_cell_type","CD8 T cells",-0.938617033770824,-0.815863737081173,5,0,5,0,1,0.0590582290905367,"down_in_stim","strong",0.0736928206665611
"CD63","Pattern4",4,6.0420560836792,"by_cell_type","Dendritic cells",-0.483457588514313,-0.402889099063837,6,0,6,0,1,0.0360316862182336,"down_in_stim","moderate",0.0545853156888165
"CD63","Pattern4",4,6.0420560836792,"by_cell_type","FCGR3A+ Monocytes",-0.267179558962154,-0.14363866640138,6,1,5,0,0.833333333333333,0.0591720678258594,"down_in_stim","moderate",0.0736928206665611
"CD63","Pattern4",4,6.0420560836792,"by_cell_type","Megakaryocytes",-0.222704912344752,-0.222704912344752,1,0,1,0,1,NA,"down_in_stim","suggestive",NA
"CD63","Pattern4",4,6.0420560836792,"by_cell_type","NK cells",-0.881088126414383,-0.957409405250023,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"S100A10","Pattern4",5,5.97561359405518,"by_cell_type","B cells",-0.659271040776011,-0.670486044758793,8,1,7,0,0.875,0.058707408431205,"down_in_stim","strong",0.0736928206665611
"S100A10","Pattern4",5,5.97561359405518,"by_cell_type","CD14+ Monocytes",-0.513241502599914,-0.484504228695547,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"S100A10","Pattern4",5,5.97561359405518,"by_cell_type","CD4 T cells",-0.281058041016486,-0.334927035720246,8,2,6,0,0.75,0.042315274905714,"down_in_stim","moderate",0.0631617706313231
"S100A10","Pattern4",5,5.97561359405518,"by_cell_type","CD8 T cells",-0.012705303792103,0.0205733094608007,5,3,2,0,0.6,1,"down_in_stim","weak_or_mixed",1
"S100A10","Pattern4",5,5.97561359405518,"by_cell_type","Dendritic cells",-0.288782870814767,-0.336443414330772,6,1,5,0,0.833333333333333,0.0591720678258594,"down_in_stim","moderate",0.0736928206665611
"S100A10","Pattern4",5,5.97561359405518,"by_cell_type","FCGR3A+ Monocytes",-0.59489636076614,-0.59811797835714,6,0,6,0,1,0.0360316862182336,"down_in_stim","strong",0.0545853156888165
"S100A10","Pattern4",5,5.97561359405518,"by_cell_type","Megakaryocytes",0,0,1,0,0,1,1,NA,"mixed_or_unclear","weak_or_mixed",NA
"S100A10","Pattern4",5,5.97561359405518,"by_cell_type","NK cells",-0.518946975611883,-0.502113248908007,8,1,7,0,0.875,0.0299739735865559,"down_in_stim","strong",0.0545853156888165
"ACTB","Pattern4",6,5.85676717758179,"by_cell_type","B cells",-0.741105858593112,-0.816369989518186,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"ACTB","Pattern4",6,5.85676717758179,"by_cell_type","CD14+ Monocytes",-1.54669876056327,-1.52553233812835,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"ACTB","Pattern4",6,5.85676717758179,"by_cell_type","CD4 T cells",-0.607379927150278,-0.592141269920222,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"ACTB","Pattern4",6,5.85676717758179,"by_cell_type","CD8 T cells",-0.518022348967884,-0.488414417361643,5,0,5,0,1,0.0590582290905367,"down_in_stim","strong",0.0736928206665611
"ACTB","Pattern4",6,5.85676717758179,"by_cell_type","Dendritic cells",-1.06800272558846,-1.05867991559282,6,0,6,0,1,0.0360316862182336,"down_in_stim","strong",0.0545853156888165
"ACTB","Pattern4",6,5.85676717758179,"by_cell_type","FCGR3A+ Monocytes",-1.2759696853827,-1.26308319892601,6,0,6,0,1,0.0360316862182336,"down_in_stim","strong",0.0545853156888165
"ACTB","Pattern4",6,5.85676717758179,"by_cell_type","Megakaryocytes",0.639111497259035,0.639111497259035,1,1,0,0,1,NA,"up_in_stim","strong",NA
"ACTB","Pattern4",6,5.85676717758179,"by_cell_type","NK cells",-0.402425366297569,-0.347642554443811,8,1,7,0,0.875,0.058707408431205,"down_in_stim","moderate",0.0736928206665611
"S100A11","Pattern4",7,5.54744577407837,"by_cell_type","B cells",0.1392674733373,0.227627297282035,8,5,3,0,0.625,0.62406453246517,"up_in_stim","suggestive",0.659818229637654
"S100A11","Pattern4",7,5.54744577407837,"by_cell_type","CD14+ Monocytes",-0.225501350138434,-0.251877514363826,8,0,8,0,1,0.0142661867014469,"down_in_stim","suggestive",0.0355341828269169
"S100A11","Pattern4",7,5.54744577407837,"by_cell_type","CD4 T cells",-0.344240684939276,-0.40792421193415,8,0,8,0,1,0.0142661867014469,"down_in_stim","moderate",0.0355341828269169
"S100A11","Pattern4",7,5.54744577407837,"by_cell_type","CD8 T cells",0.0952462259608882,0.0787219564823207,5,3,2,0,0.6,0.787406490666269,"up_in_stim","weak_or_mixed",0.817456169924791
"S100A11","Pattern4",7,5.54744577407837,"by_cell_type","Dendritic cells",0.228463258656917,0.274832035580307,6,5,1,0,0.833333333333333,0.0591720678258594,"up_in_stim","suggestive",0.0736928206665611
"S100A11","Pattern4",7,5.54744577407837,"by_cell_type","FCGR3A+ Monocytes",0.101568023153893,0.166627318899279,6,4,2,0,0.666666666666667,0.401678166469773,"up_in_stim","suggestive",0.445577419635868
"S100A11","Pattern4",7,5.54744577407837,"by_cell_type","Megakaryocytes",0,0,1,0,0,1,1,NA,"mixed_or_unclear","weak_or_mixed",NA
"S100A11","Pattern4",7,5.54744577407837,"by_cell_type","NK cells",-0.0266411591854718,0.0213294098319183,8,5,3,0,0.625,0.944182513250483,"down_in_stim","weak_or_mixed",0.965587154608807
"PFN1","Pattern4",8,5.35094165802002,"by_cell_type","B cells",-0.918730902305753,-0.890116283416831,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"PFN1","Pattern4",8,5.35094165802002,"by_cell_type","CD14+ Monocytes",-1.57770320348835,-1.58707971077273,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"PFN1","Pattern4",8,5.35094165802002,"by_cell_type","CD4 T cells",-0.468492139201787,-0.513271742146594,8,0,8,0,1,0.0142661867014469,"down_in_stim","moderate",0.0355341828269169
"PFN1","Pattern4",8,5.35094165802002,"by_cell_type","CD8 T cells",-0.77034820879009,-0.763229129843751,5,0,5,0,1,0.0590582290905367,"down_in_stim","strong",0.0736928206665611
"PFN1","Pattern4",8,5.35094165802002,"by_cell_type","Dendritic cells",-1.12989286936286,-1.11888386415556,6,0,6,0,1,0.0360316862182336,"down_in_stim","strong",0.0545853156888165
"PFN1","Pattern4",8,5.35094165802002,"by_cell_type","FCGR3A+ Monocytes",-1.314674594474,-1.26813534894533,6,0,6,0,1,0.0360316862182336,"down_in_stim","strong",0.0545853156888165
"PFN1","Pattern4",8,5.35094165802002,"by_cell_type","Megakaryocytes",4.8502237767458,4.8502237767458,1,1,0,0,1,NA,"up_in_stim","strong",NA
"PFN1","Pattern4",8,5.35094165802002,"by_cell_type","NK cells",-0.872997176293971,-0.887950926026316,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"C15orf48","Pattern4",9,5.34280252456665,"by_cell_type","B cells",0.462688033118836,0.397435463668866,8,6,2,0,0.75,0.362726506485098,"up_in_stim","moderate",0.406814811140745
"C15orf48","Pattern4",9,5.34280252456665,"by_cell_type","CD14+ Monocytes",-0.0658020364943457,-0.0811317594942871,8,2,6,0,0.75,0.183430618982178,"down_in_stim","weak_or_mixed",0.212779518019327
"C15orf48","Pattern4",9,5.34280252456665,"by_cell_type","CD4 T cells",0.704885567752334,0.332303925074671,8,7,1,0,0.875,0.0800579199844347,"up_in_stim","strong",0.0990960838831723
"C15orf48","Pattern4",9,5.34280252456665,"by_cell_type","CD8 T cells",2.40194775958457,0.268513228368261,5,4,1,0,0.8,0.280712665268496,"up_in_stim","strong",0.319241854619074
"C15orf48","Pattern4",9,5.34280252456665,"by_cell_type","Dendritic cells",-0.0269348621438112,0.0343059920527198,6,3,3,0,0.5,1,"down_in_stim","weak_or_mixed",1
"C15orf48","Pattern4",9,5.34280252456665,"by_cell_type","FCGR3A+ Monocytes",0.580290502643546,0.554976354492385,6,6,0,0,1,0.0360316862182336,"up_in_stim","strong",0.0545853156888165
"C15orf48","Pattern4",9,5.34280252456665,"by_cell_type","Megakaryocytes",1.7098301665516,1.7098301665516,1,1,0,0,1,NA,"up_in_stim","strong",NA
"C15orf48","Pattern4",9,5.34280252456665,"by_cell_type","NK cells",0.177938881837808,0.0697740859366238,8,5,3,0,0.625,0.441208519505878,"up_in_stim","suggestive",0.482831964742281
"VIM","Pattern4",10,5.31218767166138,"by_cell_type","B cells",-0.734435732246494,-0.660952930270582,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"VIM","Pattern4",10,5.31218767166138,"by_cell_type","CD14+ Monocytes",-1.02338174891712,-1.0306878538704,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"VIM","Pattern4",10,5.31218767166138,"by_cell_type","CD4 T cells",-0.829285605409561,-0.864813680796333,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0355341828269169
"VIM","Pattern4",10,5.31218767166138,"by_cell_type","CD8 T cells",-1.21182999318689,-1.33401501725598,5,0,5,0,1,0.0590582290905367,"down_in_stim","strong",0.0736928206665611
"VIM","Pattern4",10,5.31218767166138,"by_cell_type","Dendritic cells",-0.723510034764851,-0.69198040823157,6,0,6,0,1,0.0360316862182336,"down_in_stim","strong",0.0545853156888165
"VIM","Pattern4",10,5.31218767166138,"by_cell_type","FCGR3A+ Monocytes",-0.655307991471691,-0.651525010968994,6,0,6,0,1,0.0360316862182336,"down_in_stim","strong",0.0545853156888165
"VIM","Pattern4",10,5.31218767166138,"by_cell_type","Megakaryocytes",3.8993926242885,3.8993926242885,1,1,0,0,1,NA,"up_in_stim","strong",NA
